Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
1948,Equestrian,Jumping,"URIZA CASTRO, Ruben",Mexico,Men,individual,X,Silver
1948,Equestrian,Jumping,"CARR, Arthur",United Kingdom,Men,team,X,Bronze
1948,Equestrian,Jumping,"LLEWELLYN, Harry Morton",United Kingdom,Men,team,X,Bronze
1948,Equestrian,Jumping,"NICOLL, Henry Morison Vere",United Kingdom,Men,team,X,Bronze
1948,Equestrian,Jumping,"MARILES CORTES, Humberto",Mexico,Men,team,X,Gold
1948,Equestrian,Jumping,"URIZA CASTRO, Ruben",Mexico,Men,team,X,Gold
1948,Equestrian,Jumping,"VALDEZ RAMOS, Alberto",Mexico,Men,team,X,Gold
1948,Equestrian,Jumping,"GARCIA CRUZ, Jaime",Spain,Men,team,X,Silver
1948,Equestrian,Jumping,"GAVILAN Y PONCE DE LEON, Marcelino",Spain,Men,team,X,Silver
1948,Equestrian,Jumping,"NAVARRO MORENES, Jose",Spain,Men,team,X,Silver
1948,Fencing,Fencing,"MANGIAROTTI, Edoardo",Italy,Men,?p?e individual,M,Bronze
1948,Fencing,Fencing,"CANTONE, Luigi",Italy,Men,?p?e individual,M,Gold
1948,Fencing,Fencing,"ZAPPELLI, Oswald",Switzerland,Men,?p?e individual,M,Silver
1948,Fencing,Fencing,"CARLESON, Per Hjalmar",Sweden,Men,?p?e team,M,Bronze
1948,Fencing,Fencing,"CERVELL, Frank",Sweden,Men,?p?e team,M,Bronze
1948,Fencing,Fencing,"FORSSELL, Carl",Sweden,Men,?p?e team,M,Bronze
1948,Fencing,Fencing,"LJUNGQUIST, Bengt",Sweden,Men,?p?e team,M,Bronze
1948,Fencing,Fencing,"THOFELT, Sven",Sweden,Men,?p?e team,M,Bronze
1948,Fencing,Fencing,"TOLLBOM, Arne",Sweden,Men,?p?e team,M,Bronze
1948,Fencing,Fencing,"ARTIGAS, Edouard",France,Men,?p?e team,M,Gold
1948,Fencing,Fencing,"DESPRETS, Marcel",France,Men,?p?e team,M,Gold
1948,Fencing,Fencing,"GUERIN, Henri",France,Men,?p?e team,M,Gold
1948,Fencing,Fencing,"HUET, Maurice",France,Men,?p?e team,M,Gold
1948,Fencing,Fencing,"LEPAGE, Henri",France,Men,?p?e team,M,Gold
1948,Fencing,Fencing,"PECHEUX, Michel",France,Men,?p?e team,M,Gold
1948,Fencing,Fencing,"AGOSTONI, Carlo",Italy,Men,?p?e team,M,Silver
1948,Fencing,Fencing,"CANTONE, Luigi",Italy,Men,?p?e team,M,Silver
1948,Fencing,Fencing,"MANDRUZZATO, Marc Antonio",Italy,Men,?p?e team,M,Silver
1948,Fencing,Fencing,"MANGIAROTTI, Dario",Italy,Men,?p?e team,M,Silver
1948,Fencing,Fencing,"MANGIAROTTI, Edoardo",Italy,Men,?p?e team,M,Silver
1948,Fencing,Fencing,"MARINI, Fiorenzo",Italy,Men,?p?e team,M,Silver
1948,Fencing,Fencing,"MASZLAY, Lajos",Hungary,Men,foil individual,M,Bronze
1948,Fencing,Fencing,"BUHAN, Jehan",France,Men,foil individual,M,Gold
1948,Fencing,Fencing,"D'ORIOLA, Christian",France,Men,foil individual,M,Silver
1948,Fencing,Fencing,"PREIS-M?LLER, Ellen S.",Austria,Women,foil individual,W,Bronze
1948,Fencing,Fencing,"ELEK, Ilona",Hungary,Women,foil individual,W,Gold
1948,Fencing,Fencing,"LACHMANN, Karen Vilhelmine",Denmark,Women,foil individual,W,Silver
1948,Fencing,Fencing,"BRU, Raymond",Belgium,Men,foil team,M,Bronze
1948,Fencing,Fencing,"DE BOURGIGNON, Georges Camille",Belgium,Men,foil team,M,Bronze
1948,Fencing,Fencing,"PATERNOSTER, Henri",Belgium,Men,foil team,M,Bronze
1948,Fencing,Fencing,"VALCKE, Paul Louis Jean",Belgium,Men,foil team,M,Bronze
1948,Fencing,Fencing,"VAN DE WERWE DE VORSSELAERE, Andre",Belgium,Men,foil team,M,Bronze
1948,Fencing,Fencing,"YVES, Edouard",Belgium,Men,foil team,M,Bronze
1948,Fencing,Fencing,"BONIN, Andre",France,Men,foil team,M,Gold
1948,Fencing,Fencing,"BOUGNOL, Ren?",France,Men,foil team,M,Gold
1948,Fencing,Fencing,"BUHAN, Jehan",France,Men,foil team,M,Gold
1948,Fencing,Fencing,"D'ORIOLA, Christian",France,Men,foil team,M,Gold
1948,Fencing,Fencing,"LATASTE, Jacques",France,Men,foil team,M,Gold
1948,Fencing,Fencing,"ROMMEL, Adrien",France,Men,foil team,M,Gold
1948,Fencing,Fencing,"DI ROSA, Manlio",Italy,Men,foil team,M,Silver
1948,Fencing,Fencing,"MANGIAROTTI, Edoardo",Italy,Men,foil team,M,Silver
1948,Fencing,Fencing,"NOSTINI, Giuliano",Italy,Men,foil team,M,Silver
1948,Fencing,Fencing,"NOSTINI, Renzo",Italy,Men,foil team,M,Silver
1948,Fencing,Fencing,"PELLINI, Giorgio",Italy,Men,foil team,M,Silver
1948,Fencing,Fencing,"RAGNO, Saverio",Italy,Men,foil team,M,Silver
1948,Fencing,Fencing,"KOVACS, Pal Adam",Hungary,Men,sabre individual,M,Bronze
1948,Fencing,Fencing,"GEREVICH, Aladar",Hungary,Men,sabre individual,M,Gold
1948,Fencing,Fencing,"PINTON, Vincenzo",Italy,Men,sabre individual,M,Silver
1948,Fencing,Fencing,"CETRULO, Dean Victor",United States,Men,sabre team,M,Bronze
1948,Fencing,Fencing,"COHN-ARMITAGE, Norman",United States,Men,sabre team,M,Bronze
1948,Fencing,Fencing,"DE CAPRILES, Miguel Angel",United States,Men,sabre team,M,Bronze
1948,Fencing,Fencing,"FLYNN, James Hummitzsch",United States,Men,sabre team,M,Bronze
1948,Fencing,Fencing,"NYILAS, Tibor Andrew",United States,Men,sabre team,M,Bronze
1948,Fencing,Fencing,"WORTH, George Vitez",United States,Men,sabre team,M,Bronze
1948,Fencing,Fencing,"BERCzech RepublicLLY, Tibor",Hungary,Men,sabre team,M,Gold
1948,Fencing,Fencing,"GEREVICH, Aladar",Hungary,Men,sabre team,M,Gold
1948,Fencing,Fencing,"KARPATI, Rudolf",Hungary,Men,sabre team,M,Gold
1948,Fencing,Fencing,"KOVACS, Pal Adam",Hungary,Men,sabre team,M,Gold
1948,Fencing,Fencing,"PAPP, Bertalan",Hungary,Men,sabre team,M,Gold
1948,Fencing,Fencing,"RAJCSANYI, Laszlo",Hungary,Men,sabre team,M,Gold
1948,Fencing,Fencing,"DARE, Gastone",Italy,Men,sabre team,M,Silver
1948,Fencing,Fencing,"MONTANO, Aldo",Italy,Men,sabre team,M,Silver
1948,Fencing,Fencing,"NOSTINI, Renzo",Italy,Men,sabre team,M,Silver
1948,Fencing,Fencing,"PINTON, Vincenzo",Italy,Men,sabre team,M,Silver
1948,Fencing,Fencing,"RACCA, Mauro",Italy,Men,sabre team,M,Silver
1948,Fencing,Fencing,"TURCATO, Carlo",Italy,Men,sabre team,M,Silver
1948,Football,Football,"HANSEN, Jens Peter",Denmark,Men,football,M,Bronze
1948,Football,Football,"HANSEN, John Angelo Valdemar Oster.",Denmark,Men,football,M,Bronze
1948,Football,Football,"HANSEN, Karl Aage",Denmark,Men,football,M,Bronze
1948,Football,Football,"JENSEN, Hans Viggo",Denmark,Men,football,M,Bronze
1948,Football,Football,"JENSEN, Tage Ivan Linde",Denmark,Men,football,M,Bronze
1948,Football,Football,"LUNDBERG, Knud",Denmark,Men,football,M,Bronze
1948,Football,Football,"NIELSEN, Eigil Louis Marinus Ferdinand",Denmark,Men,football,M,Bronze
1948,Football,Football,"ORNVOLD, Dion Erhardt",Denmark,Men,football,M,Bronze
1948,Football,Football,"OVERGAARD, Knud Borge",Denmark,Men,football,M,Bronze
1948,Football,Football,"PILMARK, Axel Peter",Denmark,Men,football,M,Bronze
1948,Football,Football,"PLOGER, Johannes Theodor Louis",Denmark,Men,football,M,Bronze
1948,Football,Football,"PRAEST, Carl Aage Andersen",Denmark,Men,football,M,Bronze
1948,Football,Football,"SEEBACH, Holger",Denmark,Men,football,M,Bronze
1948,Football,Football,"S?RENSEN, J?rgen Leschly",Denmark,Men,football,M,Bronze
1948,Football,Football,"ANDERSSON, Sune",Sweden,Men,football,M,Gold
1948,Football,Football,"CARLSSON, Henry",Sweden,Men,football,M,Gold
1948,Football,Football,"GREN, Gunnar",Sweden,Men,football,M,Gold
1948,Football,Football,"LEANDER, Barje",Sweden,Men,football,M,Gold
1948,Football,Football,"LIEDHOLM, Nils",Sweden,Men,football,M,Gold
1948,Football,Football,"LINDBERG, Torsten",Sweden,Men,football,M,Gold
1948,Football,Football,"NILSSON, Erik",Sweden,Men,football,M,Gold
1948,Football,Football,"NORDAHL, Bertil",Sweden,Men,football,M,Gold
1948,Football,Football,"NORDAHL, Gunnar",Sweden,Men,football,M,Gold
1948,Football,Football,"NORDAHL, Knut",Sweden,Men,football,M,Gold
1948,Football,Football,"ROSEN, Kjell",Sweden,Men,football,M,Gold
1948,Football,Football,"ROSENGREN, Birger",Sweden,Men,football,M,Gold
1948,Gymnastics,Artistic G.,"RUZICKA, Zdenek",Czech Republic,Men,floor exercises,M,Bronze
1948,Gymnastics,Artistic G.,"PATAKI, Ferenc",Hungary,Men,floor exercises,M,Gold
1948,Gymnastics,Artistic G.,"MOGYOROSI-KLENCS, Janos",Hungary,Men,floor exercises,M,Silver
1948,Gymnastics,Artistic G.,"HUHTANEN, Veikko",Finland,Men,horizontal bar,M,Bronze
1948,Gymnastics,Artistic G.,"STALDER, Josef",Switzerland,Men,horizontal bar,M,Gold
1948,Gymnastics,Artistic G.,"LEHMANN, Walter",Switzerland,Men,horizontal bar,M,Silver
1948,Gymnastics,Artistic G.,"AALTONEN, Paavo Johannes",Finland,Men,individual all-round,M,Bronze
1948,Gymnastics,Artistic G.,"HUHTANEN, Veikko",Finland,Men,individual all-round,M,Gold
1948,Gymnastics,Artistic G.,"LEHMANN, Walter",Switzerland,Men,individual all-round,M,Silver
1948,Gymnastics,Artistic G.,"KIPFER, Christian",Switzerland,Men,parallel bars,M,Bronze
1948,Gymnastics,Artistic G.,"STALDER, Josef",Switzerland,Men,parallel bars,M,Bronze
1948,Gymnastics,Artistic G.,"REUSCH, Michael",Switzerland,Men,parallel bars,M,Gold
1948,Gymnastics,Artistic G.,"HUHTANEN, Veikko",Finland,Men,parallel bars,M,Silver
1948,Gymnastics,Artistic G.,"AALTONEN, Paavo Johannes",Finland,Men,pommel horse,M,Gold
1948,Gymnastics,Artistic G.,"HUHTANEN, Veikko",Finland,Men,pommel horse,M,Gold
1948,Gymnastics,Artistic G.,"SAVOLAINEN, Heikki",Finland,Men,pommel horse,M,Gold
1948,Gymnastics,Artistic G.,"RUZICKA, Zdenek",Czech Republic,Men,rings,M,Bronze
1948,Gymnastics,Artistic G.,"FREI, Karl",Switzerland,Men,rings,M,Gold
1948,Gymnastics,Artistic G.,"REUSCH, Michael",Switzerland,Men,rings,M,Silver
1948,Gymnastics,Artistic G.,"BARANYAI, Laszlo",Hungary,Men,team competition,M,Bronze
1948,Gymnastics,Artistic G.,"FEKETE, Jozsef",Hungary,Men,team competition,M,Bronze
1948,Gymnastics,Artistic G.,"MOGYOROSI, Gy?z?",Hungary,Men,team competition,M,Bronze
1948,Gymnastics,Artistic G.,"MOGYOROSI-KLENCS, Janos",Hungary,Men,team competition,M,Bronze
1948,Gymnastics,Artistic G.,"PATAKI, Ferenc",Hungary,Men,team competition,M,Bronze
1948,Gymnastics,Artistic G.,"SANTHA, Lajos",Hungary,Men,team competition,M,Bronze
1948,Gymnastics,Artistic G.,"TOTH, Lajos",Hungary,Men,team competition,M,Bronze
1948,Gymnastics,Artistic G.,"VARKOI, Ferenc",Hungary,Men,team competition,M,Bronze
1948,Gymnastics,Artistic G.,"AALTONEN, Paavo Johannes",Finland,Men,team competition,M,Gold
1948,Gymnastics,Artistic G.,"HUHTANEN, Veikko",Finland,Men,team competition,M,Gold
1948,Gymnastics,Artistic G.,"LAITINEN, Kalevi Johannes",Finland,Men,team competition,M,Gold
1948,Gymnastics,Artistic G.,"ROVE, Olavi Antero",Finland,Men,team competition,M,Gold
1948,Gymnastics,Artistic G.,"SAARVALA, Aleksanteri",Finland,Men,team competition,M,Gold
1948,Gymnastics,Artistic G.,"SALMI, Sulo Artur",Finland,Men,team competition,M,Gold
1948,Gymnastics,Artistic G.,"SAVOLAINEN, Heikki",Finland,Men,team competition,M,Gold
1948,Gymnastics,Artistic G.,"TER?SVIRTA, Einari Allan",Finland,Men,team competition,M,Gold
1948,Gymnastics,Artistic G.,"FREI, Karl",Switzerland,Men,team competition,M,Silver
1948,Gymnastics,Artistic G.,"KIPFER, Christian",Switzerland,Men,team competition,M,Silver
1948,Gymnastics,Artistic G.,"LEHMANN, Walter",Switzerland,Men,team competition,M,Silver
1948,Gymnastics,Artistic G.,"LUCY, Robert",Switzerland,Men,team competition,M,Silver
1948,Gymnastics,Artistic G.,"REUSCH, Michael",Switzerland,Men,team competition,M,Silver
1948,Gymnastics,Artistic G.,"STALDER, Josef",Switzerland,Men,team competition,M,Silver
1948,Gymnastics,Artistic G.,"STUDER, Emil",Switzerland,Men,team competition,M,Silver
1948,Gymnastics,Artistic G.,"THALMANN, Melchior",Switzerland,Men,team competition,M,Silver
1948,Gymnastics,Artistic G.,"BAKANIC, Ladislava Aloisie",United States,Women,team competition,W,Bronze
1948,Gymnastics,Artistic G.,"BARONE, Marian Emma Twining",United States,Women,team competition,W,Bronze
1948,Gymnastics,Artistic G.,"CARRUCCIO-LENZ, Consetta Anne",United States,Women,team competition,W,Bronze
1948,Gymnastics,Artistic G.,"DALTON, Dorothy Catherine",United States,Women,team competition,W,Bronze
1948,Gymnastics,Artistic G.,"ELSTE-NEUMANN, Meta",United States,Women,team competition,W,Bronze
1948,Gymnastics,Artistic G.,"SCHIFANO, Helen Mary",United States,Women,team competition,W,Bronze
1948,Gymnastics,Artistic G.,"SCHROTH-LOMADY, Clara Marie",United States,Women,team competition,W,Bronze
1948,Gymnastics,Artistic G.,"SIMONIS, Anita Aline",United States,Women,team competition,W,Bronze
1948,Gymnastics,Artistic G.,"HONSOVA, Zdenka",Czech Republic,Women,team competition,W,Gold
1948,Gymnastics,Artistic G.,"KOVAROVA, Marie",Czech Republic,Women,team competition,W,Gold
1948,Gymnastics,Artistic G.,"MISAKOVA, Miloslava",Czech Republic,Women,team competition,W,Gold
1948,Gymnastics,Artistic G.,"M?LLEROVA, Milena",Czech Republic,Women,team competition,W,Gold
1948,Gymnastics,Artistic G.,"RUZICKOVA, Vera",Czech Republic,Women,team competition,W,Gold
1948,Gymnastics,Artistic G.,"SILHANOVA, Olga",Czech Republic,Women,team competition,W,Gold
1948,Gymnastics,Artistic G.,"SRNCOVA, Bozena",Czech Republic,Women,team competition,W,Gold
1948,Gymnastics,Artistic G.,"VERMIROVSKA, Zdenka",Czech Republic,Women,team competition,W,Gold
1948,Gymnastics,Artistic G.,"FEHER, Anna",Hungary,Women,team competition,W,Silver
1948,Gymnastics,Artistic G.,"GULYAS-K?TELES, Erzsebet",Hungary,Women,team competition,W,Silver
1948,Gymnastics,Artistic G.,"KARSICS-DARUHAZI, Iren",Hungary,Women,team competition,W,Silver
1948,Gymnastics,Artistic G.,"K?VI-ZALAI, Maria",Hungary,Women,team competition,W,Silver
1948,Gymnastics,Artistic G.,"NAGY-SANDOR, Margit",Hungary,Women,team competition,W,Silver
1948,Gymnastics,Artistic G.,"SARKANY-BALASZ, Erzebet",Hungary,Women,team competition,W,Silver
1948,Gymnastics,Artistic G.,"TASS LEMHENYI, Olga",Hungary,Women,team competition,W,Silver
1948,Gymnastics,Artistic G.,"VASARHELYI (WECKINGER), Edit",Hungary,Women,team competition,W,Silver
1948,Gymnastics,Artistic G.,"MOGYOROSI-KLENCS, Janos",Hungary,Men,vault,M,Bronze
1948,Gymnastics,Artistic G.,"PATAKI, Ferenc",Hungary,Men,vault,M,Bronze
1948,Gymnastics,Artistic G.,"SOTORNIK, Leo",Czech Republic,Men,vault,M,Bronze
1948,Gymnastics,Artistic G.,"AALTONEN, Paavo Johannes",Finland,Men,vault,M,Gold
1948,Gymnastics,Artistic G.,"ROVE, Olavi Antero",Finland,Men,vault,M,Silver
1948,Hockey,Hockey,"BOERSTRA, Andries Cornelis Dirk",Netherlands,Men,hockey,M,Bronze
1948,Hockey,Hockey,"BOUWMAN, Hendricus Nicolaas",Netherlands,Men,hockey,M,Bronze
1948,Hockey,Hockey,"BROMBERG, Pieter Marie Johan",Netherlands,Men,hockey,M,Bronze
1948,Hockey,Hockey,"DERCKX, Henri Jean Joseph",Netherlands,Men,hockey,M,Bronze
1948,Hockey,Hockey,"DRIJVER, Johan Frederik",Netherlands,Men,hockey,M,Bronze
1948,Hockey,Hockey,"ESSER, Rius Theo",Netherlands,Men,hockey,M,Bronze
1948,Hockey,Hockey,"KRUIZE, Jan Hendrik",Netherlands,Men,hockey,M,Bronze
1948,Hockey,Hockey,"LANGHOUT, Jenne",Netherlands,Men,hockey,M,Bronze
1948,Hockey,Hockey,"LOGGERE, Hermanus Pieter",Netherlands,Men,hockey,M,Bronze
1948,Hockey,Hockey,"RICHTER, Antonius Maria",Netherlands,Men,hockey,M,Bronze
1948,Hockey,Hockey,"TIEL, Edouard Herbert",Netherlands,Men,hockey,M,Bronze
1948,Hockey,Hockey,"VAN HEEL, Willem",Netherlands,Men,hockey,M,Bronze
1948,Hockey,Hockey,"AHKTAR, Hussain",India,Men,hockey,M,Gold
1948,Hockey,Hockey,"CLAUDIUS, Leslie Walter",India,Men,hockey,M,Gold
1948,Hockey,Hockey,"DATT, Keshava",India,Men,hockey,M,Gold
1948,Hockey,Hockey,"D'SOUZA, Walter",India,Men,hockey,M,Gold
1948,Hockey,Hockey,"FERNANDES, Lawrence",India,Men,hockey,M,Gold
1948,Hockey,Hockey,"FRANCIS, Ranganandhan",India,Men,hockey,M,Gold
1948,Hockey,Hockey,"GLACKEN, Gerald",India,Men,hockey,M,Gold
1948,Hockey,Hockey,"JANSEN, Patrick",India,Men,hockey,M,Gold
1948,Hockey,Hockey,"KUMAR, Amir Chand",India,Men,hockey,M,Gold
1948,Hockey,Hockey,"LAL, Kishan",India,Men,hockey,M,Gold
1948,Hockey,Hockey,"LATIF, Ur Rehman",India,Men,hockey,M,Gold
1948,Hockey,Hockey,"PINTO, Leo",India,Men,hockey,M,Gold
1948,Hockey,Hockey,"RAJPUT, Jaswant",India,Men,hockey,M,Gold
1948,Hockey,Hockey,"RODRIGUES, Reginald",India,Men,hockey,M,Gold
1948,Hockey,Hockey,"SINGH DOSANJH, Balbir",India,Men,hockey,M,Gold
1948,Hockey,Hockey,"SINGH GENTLE, Randhir",India,Men,hockey,M,Gold
1948,Hockey,Hockey,"SINGH, Grahanandan Nandy",India,Men,hockey,M,Gold
1948,Hockey,Hockey,"SINGH, Kunwar Digvijai",India,Men,hockey,M,Gold
1948,Hockey,Hockey,"SINGH, Trilochan",India,Men,hockey,M,Gold
1948,Hockey,Hockey,"VAZ, Max",India,Men,hockey,M,Gold
1948,Hockey,Hockey,"ADLARD, Robert Edward",United Kingdom,Men,hockey,M,Silver
1948,Hockey,Hockey,"BORRETT, Norman Francis",United Kingdom,Men,hockey,M,Silver
1948,Hockey,Hockey,"BRODIE, David L.S.",United Kingdom,Men,hockey,M,Silver
1948,Hockey,Hockey,"DAVIS, Ronald",United Kingdom,Men,hockey,M,Silver
1948,Hockey,Hockey,"GRIFFITHS, William Salterlee",United Kingdom,Men,hockey,M,Silver
1948,Hockey,Hockey,"LINDSAY, Frederick Robin",United Kingdom,Men,hockey,M,Silver
1948,Hockey,Hockey,"LINDSAY, William L.C.",United Kingdom,Men,hockey,M,Silver
1948,Hockey,Hockey,"PEAKE, John Morris",United Kingdom,Men,hockey,M,Silver
1948,Hockey,Hockey,"REYNOLDS, Frank O.",United Kingdom,Men,hockey,M,Silver
1948,Hockey,Hockey,"SIME, George B.",United Kingdom,Men,hockey,M,Silver
1948,Hockey,Hockey,"WALFORD, Michael Moore",United Kingdom,Men,hockey,M,Silver
1948,Hockey,Hockey,"WHITE, William Neil",United Kingdom,Men,hockey,M,Silver
1948,Modern Pentathlon,Modern Pentath.,"G?RDIN, G?sta",Sweden,Men,Individual competition,M,Bronze
1948,Modern Pentathlon,Modern Pentath.,"GRUT, William",Sweden,Men,Individual competition,M,Gold
1948,Modern Pentathlon,Modern Pentath.,"MOORE, George Bissland",United States,Men,Individual competition,M,Silver
1948,Rowing,Rowing,"BONI, Bruno",Italy,Men,coxless pair (2-),M,Bronze
1948,Rowing,Rowing,"FANETTI, Felice",Italy,Men,coxless pair (2-),M,Bronze
1948,Rowing,Rowing,"LAURIE, William",United Kingdom,Men,coxless pair (2-),M,Gold
1948,Rowing,Rowing,"WILSON, John",United Kingdom,Men,coxless pair (2-),M,Gold
1948,Rowing,Rowing,"KALT, Hans",Switzerland,Men,coxless pair (2-),M,Silver
1948,Rowing,Rowing,"KALT, Josef",Switzerland,Men,coxless pair (2-),M,Silver
1948,Rowing,Rowing,"JONES, William",Uruguay,Men,double sculls (2x),M,Bronze
1948,Rowing,Rowing,"RODRIGUEZ, Juan A.",Uruguay,Men,double sculls (2x),M,Bronze
1948,Rowing,Rowing,"BURNELL, Richard Desborough",United Kingdom,Men,double sculls (2x),M,Gold
1948,Rowing,Rowing,"BUSHNELL, Bertram Herbert Th.",United Kingdom,Men,double sculls (2x),M,Gold
1948,Rowing,Rowing,"LARSEN, Aage Ernst",Denmark,Men,double sculls (2x),M,Silver
1948,Rowing,Rowing,"PARSNER, Ebbe Vestermann",Denmark,Men,double sculls (2x),M,Silver
1948,Rowing,Rowing,"GRAN OLSEN/GRANGARD, Halfdan",Norway,Men,eight with coxswain (8+),M,Bronze
1948,Rowing,Rowing,"HANSEN, Hans Egil",Norway,Men,eight with coxswain (8+),M,Bronze
1948,Rowing,Rowing,"KRAAKENES, Harald",Norway,Men,eight with coxswain (8+),M,Bronze
1948,Rowing,Rowing,"KRAAKENES, Thorstein",Norway,Men,eight with coxswain (8+),M,Bronze
1948,Rowing,Rowing,"LEPSO?, Kristoffer",Norway,Men,eight with coxswain (8+),M,Bronze
1948,Rowing,Rowing,"MONSSEN, Carl Henrik",Norway,Men,eight with coxswain (8+),M,Bronze
1948,Rowing,Rowing,"MONSSEN, Sigurd",Norway,Men,eight with coxswain (8+),M,Bronze
1948,Rowing,Rowing,"NAESS, Leif",Norway,Men,eight with coxswain (8+),M,Bronze
1948,Rowing,Rowing,"PEDERSEN, Thor",Norway,Men,eight with coxswain (8+),M,Bronze
1948,Rowing,Rowing,"AHLGREN, George Lewis",United States,Men,eight with coxswain (8+),M,Gold
1948,Rowing,Rowing,"BROWN, David Preston",United States,Men,eight with coxswain (8+),M,Gold
1948,Rowing,Rowing,"BUTLER, Lloyd Lemarr",United States,Men,eight with coxswain (8+),M,Gold
1948,Rowing,Rowing,"HARDY, James Herbert",United States,Men,eight with coxswain (8+),M,Gold
1948,Rowing,Rowing,"PURCHASE, Ralph Kenneth",United States,Men,eight with coxswain (8+),M,Gold
1948,Rowing,Rowing,"SMITH, Justus Ketcham",United States,Men,eight with coxswain (8+),M,Gold
1948,Rowing,Rowing,"STACK, John Charles",United States,Men,eight with coxswain (8+),M,Gold
1948,Rowing,Rowing,"TURNER, David Lindsay",United States,Men,eight with coxswain (8+),M,Gold
1948,Rowing,Rowing,"TURNER, Ian Gordon",United States,Men,eight with coxswain (8+),M,Gold
1948,Rowing,Rowing,"BARTON, Christopher Bertram",United Kingdom,Men,eight with coxswain (8+),M,Silver
1948,Rowing,Rowing,"BIRCHER, Ernest Augustus Paul",United Kingdom,Men,eight with coxswain (8+),M,Silver
1948,Rowing,Rowing,"DEARLOVE, Jack G.",United Kingdom,Men,eight with coxswain (8+),M,Silver
1948,Rowing,Rowing,"LAPAGE, Michael Clement",United Kingdom,Men,eight with coxswain (8+),M,Silver
1948,Rowing,Rowing,"LLOYD, Charles Brian Murray",United Kingdom,Men,eight with coxswain (8+),M,Silver
1948,Rowing,Rowing,"MASSEY, Paul Mackintosh O.",United Kingdom,Men,eight with coxswain (8+),M,Silver
1948,Rowing,Rowing,"MELLOWS, Alfred Paul",United Kingdom,Men,eight with coxswain (8+),M,Silver
1948,Rowing,Rowing,"MEYRICK, David John Charlton",United Kingdom,Men,eight with coxswain (8+),M,Silver
1948,Rowing,Rowing,"RICHARDSON, Guy Colquhoun",United Kingdom,Men,eight with coxswain (8+),M,Silver
1948,Rowing,Rowing,"GATES, Gregory Crozier",United States,Men,four without coxswain (4-),M,Bronze
1948,Rowing,Rowing,"GRIFFING, Stuart Lane",United States,Men,four without coxswain (4-),M,Bronze
1948,Rowing,Rowing,"KINGSBURY, Frederick John Iv",United States,Men,four without coxswain (4-),M,Bronze
1948,Rowing,Rowing,"PEREW, Roben Strahan",United States,Men,four without coxswain (4-),M,Bronze
1948,Rowing,Rowing,"FAGGI, Francesco",Italy,Men,four without coxswain (4-),M,Gold
1948,Rowing,Rowing,"INVERNIZZI, Giovanni",Italy,Men,four without coxswain (4-),M,Gold
1948,Rowing,Rowing,"MOIOLI, Giuseppe",Italy,Men,four without coxswain (4-),M,Gold
1948,Rowing,Rowing,"MORILLE, Elio",Italy,Men,four without coxswain (4-),M,Gold
1948,Rowing,Rowing,"HALKJAER, Helge",Denmark,Men,four without coxswain (4-),M,Silver
1948,Rowing,Rowing,"HANSEN, Aksel Bonde",Denmark,Men,four without coxswain (4-),M,Silver
1948,Rowing,Rowing,"LARSEN, Ib Storm",Denmark,Men,four without coxswain (4-),M,Silver
1948,Rowing,Rowing,"SCHR?DER, Helge Muxoll",Denmark,Men,four without coxswain (4-),M,Silver
1948,Rowing,Rowing,"KNUDSEN, Harry Madsen",Denmark,Men,four-oared shell with coxswain (4-),M,Bronze
1948,Rowing,Rowing,"LARSEN, Erik Christian",Denmark,Men,four-oared shell with coxswain (4-),M,Bronze
1948,Rowing,Rowing,"LARSEN, Henry Christian",Denmark,Men,four-oared shell with coxswain (4-),M,Bronze
1948,Rowing,Rowing,"NIELSEN, B?rge Daniel Raahauge",Denmark,Men,four-oared shell with coxswain (4-),M,Bronze
1948,Rowing,Rowing,"OLSEN, J?rgen Ib",Denmark,Men,four-oared shell with coxswain (4-),M,Bronze
1948,Rowing,Rowing,"GIOVANELLI, Gordon Stephen",United States,Men,four-oared shell with coxswain (4-),M,Gold
1948,Rowing,Rowing,"MARTIN, Robert Doud",United States,Men,four-oared shell with coxswain (4-),M,Gold
1948,Rowing,Rowing,"MORGAN, Allan Jerome",United States,Men,four-oared shell with coxswain (4-),M,Gold
1948,Rowing,Rowing,"WESTLUND, Warren Dehaven",United States,Men,four-oared shell with coxswain (4-),M,Gold
1948,Rowing,Rowing,"WILL, Robert Ide",United States,Men,four-oared shell with coxswain (4-),M,Gold
1948,Rowing,Rowing,"KNECHT, Emile A.",Switzerland,Men,four-oared shell with coxswain (4-),M,Silver
1948,Rowing,Rowing,"MOCCAND, Andre",Switzerland,Men,four-oared shell with coxswain (4-),M,Silver
1948,Rowing,Rowing,"REICHLING, Rudolf",Switzerland,Men,four-oared shell with coxswain (4-),M,Silver
1948,Rowing,Rowing,"SCHRIEVER, Erich",Switzerland,Men,four-oared shell with coxswain (4-),M,Silver
1948,Rowing,Rowing,"STEBLER, Pierre Armand",Switzerland,Men,four-oared shell with coxswain (4-),M,Silver
1948,Rowing,Rowing,"SZENDEY, Antal",Hungary,Men,pair-oared shell with coxswain (2+),M,Bronze
1948,Rowing,Rowing,"ZIMONYI, Robert",Hungary,Men,pair-oared shell with coxswain (2+),M,Bronze
1948,Rowing,Rowing,"ZSITNIK SR., Bela",Hungary,Men,pair-oared shell with coxswain (2+),M,Bronze
