Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
1992,Volleyball,Volleyball,"BENNE, Edwin",Netherlands,Men,volleyball,M,Silver
1992,Volleyball,Volleyball,"BLANGE, Peter",Netherlands,Men,volleyball,M,Silver
1992,Volleyball,Volleyball,"BOUDRIE, Ronald",Netherlands,Men,volleyball,M,Silver
1992,Volleyball,Volleyball,"HELD, Henk-Jan",Netherlands,Men,volleyball,M,Silver
1992,Volleyball,Volleyball,"KLOK, Marko",Netherlands,Men,volleyball,M,Silver
1992,Volleyball,Volleyball,"POSTHUMA, Jan",Netherlands,Men,volleyball,M,Silver
1992,Volleyball,Volleyball,"SELINGER, Avital",Netherlands,Men,volleyball,M,Silver
1992,Volleyball,Volleyball,"TEFFER, Martin",Netherlands,Men,volleyball,M,Silver
1992,Volleyball,Volleyball,"VAN DER HORST, Martin",Netherlands,Men,volleyball,M,Silver
1992,Volleyball,Volleyball,"VAN DER MEULEN, Olof",Netherlands,Men,volleyball,M,Silver
1992,Volleyball,Volleyball,"ZOODSMA, Ronald",Netherlands,Men,volleyball,M,Silver
1992,Volleyball,Volleyball,"ZWERVER, Ronald",Netherlands,Men,volleyball,M,Silver
1992,Volleyball,Volleyball,"COBBS, Janet Marie",United States,Women,volleyball,W,Bronze
1992,Volleyball,Volleyball,"CROSS-BATTLE, Tara",United States,Women,volleyball,W,Bronze
1992,Volleyball,Volleyball,"ENDICOTT, Lori Ann",United States,Women,volleyball,W,Bronze
1992,Volleyball,Volleyball,"KEMNER, Caren Marie Alexis",United States,Women,volleyball,W,Bronze
1992,Volleyball,Volleyball,"LAWANSON, Ruth Modupe",United States,Women,volleyball,W,Bronze
1992,Volleyball,Volleyball,"LILEY, Tammy",United States,Women,volleyball,W,Bronze
1992,Volleyball,Volleyball,"ODEN, Elaina Joyce",United States,Women,volleyball,W,Bronze
1992,Volleyball,Volleyball,"ODEN, Kimberly Yvette",United States,Women,volleyball,W,Bronze
1992,Volleyball,Volleyball,"SATO, Liane Lissa",United States,Women,volleyball,W,Bronze
1992,Volleyball,Volleyball,"WEISHOFF, Paula Jo",United States,Women,volleyball,W,Bronze
1992,Volleyball,Volleyball,"WILLIAMS, Tonya",United States,Women,volleyball,W,Bronze
1992,Volleyball,Volleyball,"ZETTERLUND, Yoko Karin",United States,Women,volleyball,W,Bronze
1992,Volleyball,Volleyball,"BELL, Regla Maritza",Cuba,Women,volleyball,W,Gold
1992,Volleyball,Volleyball,"CALDERON MARTINEZ, Mercedes",Cuba,Women,volleyball,W,Gold
1992,Volleyball,Volleyball,"CARVAJAL, Magaly Esther",Cuba,Women,volleyball,W,Gold
1992,Volleyball,Volleyball,"COSTA, Marlenis",Cuba,Women,volleyball,W,Gold
1992,Volleyball,Volleyball,"FERNANDEZ, Ana Ibis",Cuba,Women,volleyball,W,Gold
1992,Volleyball,Volleyball,"GATO, Idalmis",Cuba,Women,volleyball,W,Gold
1992,Volleyball,Volleyball,"IZQUIERDO, Lilia",Cuba,Women,volleyball,W,Gold
1992,Volleyball,Volleyball,"LATAMBLET DAUDINOT, Norka",Cuba,Women,volleyball,W,Gold
1992,Volleyball,Volleyball,"LUIS, Alejandrina",Cuba,Women,volleyball,W,Gold
1992,Volleyball,Volleyball,"O'FARRILL, Raisa",Cuba,Women,volleyball,W,Gold
1992,Volleyball,Volleyball,"ORTIZ CALVO, Tania",Cuba,Women,volleyball,W,Gold
1992,Volleyball,Volleyball,"TORRES, Regla",Cuba,Women,volleyball,W,Gold
1992,Weightlifting,Weightlifting,"CIHAREAN, Traian Ioachim",Romania,Men,"- 52kg, total (flyweight)",M,Bronze
1992,Weightlifting,Weightlifting,"IVANOV, Ivan Ivanov",Bulgaria,Men,"- 52kg, total (flyweight)",M,Gold
1992,Weightlifting,Weightlifting,"LIN, Qisheng",China,Men,"- 52kg, total (flyweight)",M,Silver
1992,Weightlifting,Weightlifting,"LUO, Jianming",China,Men,"- 56kg, total (bantamweight)",M,Bronze
1992,Weightlifting,Weightlifting,"CHUN, Byung-Kwan",South Korea,Men,"- 56kg, total (bantamweight)",M,Gold
1992,Weightlifting,Weightlifting,"LIU, Shoubin",China,Men,"- 56kg, total (bantamweight)",M,Silver
1992,Weightlifting,Weightlifting,"NERLINGER, Manfred",Germany,Men,"+ 110kg, total (super heavyweight)",M,Bronze
1992,Weightlifting,Weightlifting,"BOTEV, Stefan",Bulgaria,Men,"100 - 110kg, total (heavyweight)",M,Bronze
1992,Weightlifting,Weightlifting,"WELLER, Ronny",Germany,Men,"100 - 110kg, total (heavyweight)",M,Gold
1992,Weightlifting,Weightlifting,"HE, Ying-Qiang",China,Men,"56 - 60kg, total (featherweight)",M,Bronze
1992,Weightlifting,Weightlifting,"SULEYMANOGLU, Naim",Turkey,Men,"56 - 60kg, total (featherweight)",M,Gold
1992,Weightlifting,Weightlifting,"PECHALOV, Nikolay",Bulgaria,Men,"56 - 60kg, total (featherweight)",M,Silver
1992,Weightlifting,Weightlifting,"BEHM, Andreas",Germany,Men,"60 - 67.5kg, total (lightweight)",M,Bronze
1992,Weightlifting,Weightlifting,"YOTOV, Yoto Vassilev",Bulgaria,Men,"60 - 67.5kg, total (lightweight)",M,Silver
1992,Weightlifting,Weightlifting,"KIM, Myong Nam",North Korea,Men,"67.5 - 75kg, total (middleweight)",M,Bronze
1992,Weightlifting,Weightlifting,"LARA, Pablo",Cuba,Men,"67.5 - 75kg, total (middleweight)",M,Silver
1992,Weightlifting,Weightlifting,"DIMAS, Pyrros",Greece,Men,"75 - 82.5kg, total (light-heavyweight)",M,Gold
1992,Weightlifting,Weightlifting,"SIEMION, Krzysztof",Poland,Men,"75 - 82.5kg, total (light-heavyweight)",M,Silver
1992,Weightlifting,Weightlifting,"WOLCZANIECKI, Sergiusz",Poland,Men,"82.5 - 90kg, total (middle-heavyweight)",M,Bronze
1992,Weightlifting,Weightlifting,"MALAK, Waldemar",Poland,Men,"90 - 100kg, total (first-heavyweight)",M,Bronze
1992,Wrestling,Wrestling Free.,"KIM, Il",North Korea,Men,- 48kg (light-flyweight),M,Gold
1992,Wrestling,Wrestling Free.,"KIM, Jong-Shin",South Korea,Men,- 48kg (light-flyweight),M,Silver
1992,Wrestling,Wrestling Free.,"BAUMGARTNER, Bruce Robert",United States,Men,100 - 130kg (super heavyweight),M,Gold
1992,Wrestling,Wrestling Free.,"THUE, Jeffrey James Milton",Canada,Men,100 - 130kg (super heavyweight),M,Silver
1992,Wrestling,Wrestling Free.,"DIMITROV, Valentin Yordanov",Bulgaria,Men,48 - 52kg (flyweight),M,Bronze
1992,Wrestling,Wrestling Free.,"LI, Hak-Son",North Korea,Men,48 - 52kg (flyweight),M,Gold
1992,Wrestling,Wrestling Free.,"JONES, Larry Lee",United States,Men,48 - 52kg (flyweight),M,Silver
1992,Wrestling,Wrestling Free.,"KIM, Yong Sik",North Korea,Men,52 - 57kg (bantamweight),M,Bronze
1992,Wrestling,Wrestling Free.,"PUERTO DIAZ, Alejandro",Cuba,Men,52 - 57kg (bantamweight),M,Gold
1992,Wrestling,Wrestling Free.,"REINOSO MARTINEZ, Lazaro",Cuba,Men,57 - 62kg (featherweight),M,Bronze
1992,Wrestling,Wrestling Free.,"SMITH, John",United States,Men,57 - 62kg (featherweight),M,Gold
1992,Wrestling,Wrestling Free.,"MOHAMMADIAN, Asgari",Iran,Men,57 - 62kg (featherweight),M,Silver
1992,Wrestling,Wrestling Free.,"AKAISHI, Kosei",Japan,Men,62 - 68kg (lightweight),M,Bronze
1992,Wrestling,Wrestling Free.,"GETZOV, Valentin Dotchev",Bulgaria,Men,62 - 68kg (lightweight),M,Silver
1992,Wrestling,Wrestling Free.,"KHADEM AZGHADI, Amir Reza",Iran,Men,68 - 74kg (welterweight),M,Bronze
1992,Wrestling,Wrestling Free.,"PARK, Jang-Soon",South Korea,Men,68 - 74kg (welterweight),M,Gold
1992,Wrestling,Wrestling Free.,"MONDAY, Kenneth",United States,Men,68 - 74kg (welterweight),M,Silver
1992,Wrestling,Wrestling Free.,"KHADEM AZGHADI, Rasul",Iran,Men,74 - 82kg (middleweight),M,Bronze
1992,Wrestling,Wrestling Free.,"JACKSON, Kevin",United States,Men,74 - 82kg (middleweight),M,Gold
1992,Wrestling,Wrestling Free.,"CAMPBELL, Christopher",United States,Men,82 - 90kg (light-heavyweight),M,Bronze
1992,Wrestling,Wrestling Free.,"SIMSEK, Kenan",Turkey,Men,82 - 90kg (light-heavyweight),M,Silver
1992,Wrestling,Wrestling Free.,"KAYALI, Ali",Turkey,Men,90 - 100kg (heavyweight),M,Bronze
1992,Wrestling,Wrestling Free.,"BALZ, Heiko",Germany,Men,90 - 100kg (heavyweight),M,Silver
1992,Wrestling,Wrestling Gre-R,"SANCHEZ AMITA, Wilber",Cuba,Men,- 48kg (light-flyweight),M,Bronze
1992,Wrestling,Wrestling Gre-R,"MAENZA, Vincenzo",Italy,Men,- 48kg (light-flyweight),M,Silver
1992,Wrestling,Wrestling Gre-R,"GRIGORAS, Ioan",Romania,Men,100 - 130kg (super heavyweight),M,Bronze
1992,Wrestling,Wrestling Gre-R,"JOHANSSON, Tomas",Sweden,Men,100 - 130kg (super heavyweight),M,Silver
1992,Wrestling,Wrestling Gre-R,"MIN, Kyung-Kap",South Korea,Men,48 - 52kg (flyweight),M,Bronze
1992,Wrestling,Wrestling Gre-R,"R?NNINGEN, Jon",Norway,Men,48 - 52kg (flyweight),M,Gold
1992,Wrestling,Wrestling Gre-R,"SHENG, Zetian",China,Men,52 - 57kg (bantamweight),M,Bronze
1992,Wrestling,Wrestling Gre-R,"AN, Han-Bong",South Korea,Men,52 - 57kg (bantamweight),M,Gold
1992,Wrestling,Wrestling Gre-R,"YILDIZ, Rifat",Germany,Men,52 - 57kg (bantamweight),M,Silver
1992,Wrestling,Wrestling Gre-R,"MAREN, Juan Luis",Cuba,Men,57 - 62kg (featherweight),M,Bronze
1992,Wrestling,Wrestling Gre-R,"PIRIM, Akif",Turkey,Men,57 - 62kg (featherweight),M,Gold
1992,Wrestling,Wrestling Gre-R,"SMITH, Rodney",United States,Men,62 - 68kg (lightweight),M,Bronze
1992,Wrestling,Wrestling Gre-R,"REPKA, Attila",Hungary,Men,62 - 68kg (lightweight),M,Gold
1992,Wrestling,Wrestling Gre-R,"KORNBAKK, Torbjoern",Sweden,Men,68 - 74kg (welterweight),M,Bronze
1992,Wrestling,Wrestling Gre-R,"TRACZ, Jozef",Poland,Men,68 - 74kg (welterweight),M,Silver
1992,Wrestling,Wrestling Gre-R,"FARKAS, Peter",Hungary,Men,74 - 82kg (middleweight),M,Gold
1992,Wrestling,Wrestling Gre-R,"STEPIEN, Piotr",Poland,Men,74 - 82kg (middleweight),M,Silver
1992,Wrestling,Wrestling Gre-R,"BULLMANN, Maik",Germany,Men,82 - 90kg (light-heavyweight),M,Gold
1992,Wrestling,Wrestling Gre-R,"BASAR, Hakki",Turkey,Men,82 - 90kg (light-heavyweight),M,Silver
1992,Wrestling,Wrestling Gre-R,"MILIAN PEREZ, Hector",Cuba,Men,90 - 100kg (heavyweight),M,Gold
1992,Wrestling,Wrestling Gre-R,"KOSLOWSKI, Dennis Marvin",United States,Men,90 - 100kg (heavyweight),M,Silver
1996,Aquatics,Diving,"XIAO, Hailiang",China,Men,10m platform,M,Bronze
1996,Aquatics,Diving,"SAUTIN, Dmitry",Russia,Men,10m platform,M,Gold
1996,Aquatics,Diving,"HEMPEL, Jan",Germany,Men,10m platform,M,Silver
1996,Aquatics,Diving,"CLARK, Mary Ellen",United States,Women,10m platform,W,Bronze
1996,Aquatics,Diving,"FU, Mingxia",China,Women,10m platform,W,Gold
1996,Aquatics,Diving,"WALTER, Annika",Germany,Women,10m platform,W,Silver
1996,Aquatics,Diving,"LENZI, Mark Edward",United States,Men,3m springboard,M,Bronze
1996,Aquatics,Diving,"XIONG, Ni",China,Men,3m springboard,M,Gold
1996,Aquatics,Diving,"YU, Zhuocheng",China,Men,3m springboard,M,Silver
1996,Aquatics,Diving,"PELLETIER, Annie",Canada,Women,3m springboard,W,Bronze
1996,Aquatics,Diving,"FU, Mingxia",China,Women,3m springboard,W,Gold
1996,Aquatics,Diving,"LASHKO, Irina",Russia,Women,3m springboard,W,Silver
1996,Aquatics,Swimming,"BENT, Neisser",Cuba,Men,100m backstroke,M,Bronze
1996,Aquatics,Swimming,"ROUSE, Jeff Norman",United States,Men,100m backstroke,M,Gold
1996,Aquatics,Swimming,"FALCON CABRERA, Rodolfo",Cuba,Men,100m backstroke,M,Silver
1996,Aquatics,Swimming,"KRIEL, Marianne",South Africa,Women,100m backstroke,W,Bronze
1996,Aquatics,Swimming,"BOTSFORD, Beth",United States,Women,100m backstroke,W,Gold
1996,Aquatics,Swimming,"HEDGEPETH, Whitney L.",United States,Women,100m backstroke,W,Silver
1996,Aquatics,Swimming,"WARNECKE, Mark",Germany,Men,100m breaststroke,M,Bronze
1996,Aquatics,Swimming,"DEBURGHGRAEVE, Frederik",Belgium,Men,100m breaststroke,M,Gold
1996,Aquatics,Swimming,"LINN, Jeremy",United States,Men,100m breaststroke,M,Silver
1996,Aquatics,Swimming,"RILEY, Samantha Linette",Australia,Women,100m breaststroke,W,Bronze
1996,Aquatics,Swimming,"HEYNS, Penelope",South Africa,Women,100m breaststroke,W,Gold
1996,Aquatics,Swimming,"BEARD, Amanda",United States,Women,100m breaststroke,W,Silver
1996,Aquatics,Swimming,"KULIKOV, Vladislav",Russia,Men,100m butterfly,M,Bronze
1996,Aquatics,Swimming,"PANKRATOV, Denis",Russia,Men,100m butterfly,M,Gold
1996,Aquatics,Swimming,"MILLER, Scott",Australia,Men,100m butterfly,M,Silver
1996,Aquatics,Swimming,"MARTINO, Angel",United States,Women,100m butterfly,W,Bronze
1996,Aquatics,Swimming,"VAN DYKEN, Amy",United States,Women,100m butterfly,W,Gold
1996,Aquatics,Swimming,"LIU, Limin",China,Women,100m butterfly,W,Silver
1996,Aquatics,Swimming,"BORGES, Gustavo",Brazil,Men,100m freestyle,M,Bronze
1996,Aquatics,Swimming,"POPOV, Alexander",Russia,Men,100m freestyle,M,Gold
1996,Aquatics,Swimming,"HALL, Gary Jr.",United States,Men,100m freestyle,M,Silver
1996,Aquatics,Swimming,"MARTINO, Angel",United States,Women,100m freestyle,W,Bronze
1996,Aquatics,Swimming,"LE, Jingyi",China,Women,100m freestyle,W,Gold
1996,Aquatics,Swimming,"VOELKER, Sandra",Germany,Women,100m freestyle,W,Silver
1996,Aquatics,Swimming,"SMITH, Graeme",United Kingdom,Men,1500m freestyle,M,Bronze
1996,Aquatics,Swimming,"PERKINS, Kieren John",Australia,Men,1500m freestyle,M,Gold
1996,Aquatics,Swimming,"KOWALSKI, Daniel",Australia,Men,1500m freestyle,M,Silver
1996,Aquatics,Swimming,"MERISI, Emanuele",Italy,Men,200m backstroke,M,Bronze
1996,Aquatics,Swimming,"BRIDGEWATER, Brad",United States,Men,200m backstroke,M,Gold
1996,Aquatics,Swimming,"SCHWENK, Tripp",United States,Men,200m backstroke,M,Silver
1996,Aquatics,Swimming,"RUND, Cathleen",Germany,Women,200m backstroke,W,Bronze
1996,Aquatics,Swimming,"EGERSZEGI, Krisztina",Hungary,Women,200m backstroke,W,Gold
1996,Aquatics,Swimming,"HEDGEPETH, Whitney L.",United States,Women,200m backstroke,W,Silver
1996,Aquatics,Swimming,"KORNEYEV, Andrey",Russia,Men,200m breaststroke,M,Bronze
1996,Aquatics,Swimming,"ROZSA, Norbert",Hungary,Men,200m breaststroke,M,Gold
1996,Aquatics,Swimming,"GUTTLER, Karoly",Hungary,Men,200m breaststroke,M,Silver
1996,Aquatics,Swimming,"KOVACS, Agnes",Hungary,Women,200m breaststroke,W,Bronze
1996,Aquatics,Swimming,"HEYNS, Penelope",South Africa,Women,200m breaststroke,W,Gold
1996,Aquatics,Swimming,"BEARD, Amanda",United States,Women,200m breaststroke,W,Silver
1996,Aquatics,Swimming,"GOODMAN, Scott",Australia,Men,200m butterfly,M,Bronze
1996,Aquatics,Swimming,"PANKRATOV, Denis",Russia,Men,200m butterfly,M,Gold
1996,Aquatics,Swimming,"MALCHOW, Tom",United States,Men,200m butterfly,M,Silver
1996,Aquatics,Swimming,"SMITH, Michelle Marie",Ireland,Women,200m butterfly,W,Bronze
1996,Aquatics,Swimming,"O'NEILL, Susan",Australia,Women,200m butterfly,W,Gold
1996,Aquatics,Swimming,"THOMAS, Petria",Australia,Women,200m butterfly,W,Silver
1996,Aquatics,Swimming,"KOWALSKI, Daniel",Australia,Men,200m freestyle,M,Bronze
1996,Aquatics,Swimming,"LOADER, Danyon Joseph",New Zealand,Men,200m freestyle,M,Gold
1996,Aquatics,Swimming,"BORGES, Gustavo",Brazil,Men,200m freestyle,M,Silver
1996,Aquatics,Swimming,"HASE, Dagmar",Germany,Women,200m freestyle,W,Bronze
1996,Aquatics,Swimming,"POLL AHRENS, Claudia",Costa Rica,Women,200m freestyle,W,Gold
1996,Aquatics,Swimming,"VAN ALMSICK, Franziska",Germany,Women,200m freestyle,W,Silver
1996,Aquatics,Swimming,"MYDEN, Curtis Allen",Canada,Men,200m individual medley,M,Bronze
1996,Aquatics,Swimming,"Czech RepublicNE, Attila",Hungary,Men,200m individual medley,M,Gold
1996,Aquatics,Swimming,"SIEVINEN, Jani",Finland,Men,200m individual medley,M,Silver
1996,Aquatics,Swimming,"LIN, Li",China,Women,200m individual medley,W,Bronze
1996,Aquatics,Swimming,"SMITH, Michelle Marie",Ireland,Women,200m individual medley,W,Gold
1996,Aquatics,Swimming,"LIMPERT, Marianne Luise",Canada,Women,200m individual medley,W,Silver
1996,Aquatics,Swimming,"KOWALSKI, Daniel",Australia,Men,400m freestyle,M,Bronze
1996,Aquatics,Swimming,"LOADER, Danyon Joseph",New Zealand,Men,400m freestyle,M,Gold
1996,Aquatics,Swimming,"PALMER, Paul Rory",United Kingdom,Men,400m freestyle,M,Silver
1996,Aquatics,Swimming,"VLIEGHUIS, Kirsten",Netherlands,Women,400m freestyle,W,Bronze
1996,Aquatics,Swimming,"SMITH, Michelle Marie",Ireland,Women,400m freestyle,W,Gold
1996,Aquatics,Swimming,"HASE, Dagmar",Germany,Women,400m freestyle,W,Silver
1996,Aquatics,Swimming,"MYDEN, Curtis Allen",Canada,Men,400m individual medley,M,Bronze
1996,Aquatics,Swimming,"DOLAN, Tom",United States,Men,400m individual medley,M,Gold
1996,Aquatics,Swimming,"NAMESNIK, Eric",United States,Men,400m individual medley,M,Silver
1996,Aquatics,Swimming,"EGERSZEGI, Krisztina",Hungary,Women,400m individual medley,W,Bronze
1996,Aquatics,Swimming,"SMITH, Michelle Marie",Ireland,Women,400m individual medley,W,Gold
1996,Aquatics,Swimming,"WAGNER, Allison",United States,Women,400m individual medley,W,Silver
1996,Aquatics,Swimming,"LUDERITZ, Alexander",Germany,Men,4x100m freestyle relay,M,Bronze
1996,Aquatics,Swimming,"PINGER, Mark",Germany,Men,4x100m freestyle relay,M,Bronze
1996,Aquatics,Swimming,"TR?GER, Christian",Germany,Men,4x100m freestyle relay,M,Bronze
1996,Aquatics,Swimming,"ZIKARSKY, Bengt",Germany,Men,4x100m freestyle relay,M,Bronze
1996,Aquatics,Swimming,"ZIKARSKY, Bj?rn",Germany,Men,4x100m freestyle relay,M,Bronze
1996,Aquatics,Swimming,"DAVIS, Josh",United States,Men,4x100m freestyle relay,M,Gold
1996,Aquatics,Swimming,"FOX, David",United States,Men,4x100m freestyle relay,M,Gold
1996,Aquatics,Swimming,"HALL, Gary Jr.",United States,Men,4x100m freestyle relay,M,Gold
1996,Aquatics,Swimming,"OLSEN, Jon",United States,Men,4x100m freestyle relay,M,Gold
1996,Aquatics,Swimming,"SCHUMACHER, Bradley",United States,Men,4x100m freestyle relay,M,Gold
1996,Aquatics,Swimming,"TUCKER, Scott",United States,Men,4x100m freestyle relay,M,Gold
1996,Aquatics,Swimming,"PIMANKOV, Denis",Russia,Men,4x100m freestyle relay,M,Silver
1996,Aquatics,Swimming,"POPOV, Alexander",Russia,Men,4x100m freestyle relay,M,Silver
1996,Aquatics,Swimming,"PREDKIN, Vladimir",Russia,Men,4x100m freestyle relay,M,Silver
1996,Aquatics,Swimming,"PYSHNENKO, Vladimir",Russia,Men,4x100m freestyle relay,M,Silver
1996,Aquatics,Swimming,"USHKOV, Konstantin",Russia,Men,4x100m freestyle relay,M,Silver
1996,Aquatics,Swimming,"YEGOROV, Roman",Russia,Men,4x100m freestyle relay,M,Silver
1996,Aquatics,Swimming,"BUSCHSCHULTE, Antje",Germany,Women,4x100m freestyle relay,W,Bronze
1996,Aquatics,Swimming,"FREITAG, Meike",Germany,Women,4x100m freestyle relay,W,Bronze
1996,Aquatics,Swimming,"OSYGUS, Simone",Germany,Women,4x100m freestyle relay,W,Bronze
1996,Aquatics,Swimming,"VAN ALMSICK, Franziska",Germany,Women,4x100m freestyle relay,W,Bronze
1996,Aquatics,Swimming,"VOELKER, Sandra",Germany,Women,4x100m freestyle relay,W,Bronze
1996,Aquatics,Swimming,"FOX, Catherine",United States,Women,4x100m freestyle relay,W,Gold
1996,Aquatics,Swimming,"JACOB, Lisa",United States,Women,4x100m freestyle relay,W,Gold
1996,Aquatics,Swimming,"MARTINO, Angel",United States,Women,4x100m freestyle relay,W,Gold
1996,Aquatics,Swimming,"THOMPSON, Jenny",United States,Women,4x100m freestyle relay,W,Gold
1996,Aquatics,Swimming,"VALERIO, Melanie",United States,Women,4x100m freestyle relay,W,Gold
1996,Aquatics,Swimming,"VAN DYKEN, Amy",United States,Women,4x100m freestyle relay,W,Gold
1996,Aquatics,Swimming,"CHAO, Na",China,Women,4x100m freestyle relay,W,Silver
1996,Aquatics,Swimming,"LE, Jingyi",China,Women,4x100m freestyle relay,W,Silver
1996,Aquatics,Swimming,"NIAN, Yun",China,Women,4x100m freestyle relay,W,Silver
1996,Aquatics,Swimming,"SHAN, Ying",China,Women,4x100m freestyle relay,W,Silver
1996,Aquatics,Swimming,"DEWICK, Steven",Australia,Men,4x100m medley relay,M,Bronze
1996,Aquatics,Swimming,"HAENEN, Toby Christian",Australia,Men,4x100m medley relay,M,Bronze
1996,Aquatics,Swimming,"KLIM, Michael",Australia,Men,4x100m medley relay,M,Bronze
1996,Aquatics,Swimming,"MILLER, Scott",Australia,Men,4x100m medley relay,M,Bronze
1996,Aquatics,Swimming,"ROGERS, Philip John",Australia,Men,4x100m medley relay,M,Bronze
1996,Aquatics,Swimming,"DAVIS, Josh",United States,Men,4x100m medley relay,M,Gold
1996,Aquatics,Swimming,"GROTE, Kurt",United States,Men,4x100m medley relay,M,Gold
1996,Aquatics,Swimming,"HALL, Gary Jr.",United States,Men,4x100m medley relay,M,Gold
1996,Aquatics,Swimming,"HARGIS, John",United States,Men,4x100m medley relay,M,Gold
1996,Aquatics,Swimming,"HENDERSON, Mark",United States,Men,4x100m medley relay,M,Gold
1996,Aquatics,Swimming,"LINN, Jeremy",United States,Men,4x100m medley relay,M,Gold
1996,Aquatics,Swimming,"ROUSE, Jeff Norman",United States,Men,4x100m medley relay,M,Gold
1996,Aquatics,Swimming,"SCHWENK, Tripp",United States,Men,4x100m medley relay,M,Gold
1996,Aquatics,Swimming,"IVANOVSKIY, Roman",Russia,Men,4x100m medley relay,M,Silver
1996,Aquatics,Swimming,"KULIKOV, Vladislav",Russia,Men,4x100m medley relay,M,Silver
1996,Aquatics,Swimming,"LOPUKHOV, Stanislav",Russia,Men,4x100m medley relay,M,Silver
1996,Aquatics,Swimming,"PANKRATOV, Denis",Russia,Men,4x100m medley relay,M,Silver
1996,Aquatics,Swimming,"POPOV, Alexander",Russia,Men,4x100m medley relay,M,Silver
1996,Aquatics,Swimming,"SELKOV, Vladimir",Russia,Men,4x100m medley relay,M,Silver
1996,Aquatics,Swimming,"YEGOROV, Roman",Russia,Men,4x100m medley relay,M,Silver
1996,Aquatics,Swimming,"CAI, Huijue",China,Women,4x100m medley relay,W,Bronze
1996,Aquatics,Swimming,"CHEN, Yan",China,Women,4x100m medley relay,W,Bronze
1996,Aquatics,Swimming,"HAN, Xue",China,Women,4x100m medley relay,W,Bronze
1996,Aquatics,Swimming,"SHAN, Ying",China,Women,4x100m medley relay,W,Bronze
1996,Aquatics,Swimming,"BEARD, Amanda",United States,Women,4x100m medley relay,W,Gold
1996,Aquatics,Swimming,"BOTSFORD, Beth",United States,Women,4x100m medley relay,W,Gold
1996,Aquatics,Swimming,"FOX, Catherine",United States,Women,4x100m medley relay,W,Gold
1996,Aquatics,Swimming,"HEDGEPETH, Whitney L.",United States,Women,4x100m medley relay,W,Gold
1996,Aquatics,Swimming,"MARTINO, Angel",United States,Women,4x100m medley relay,W,Gold
1996,Aquatics,Swimming,"QUANCE, Kristine",United States,Women,4x100m medley relay,W,Gold
